Patient,N_Win,Dir
h04,61,data_down\per_channel\sane\h04_w61_ch8.pt
h04,61,data_down\per_channel\sane\h04_w61_ch9.pt
h04,61,data_down\per_channel\sane\h04_w61_ch10.pt
h04,61,data_down\per_channel\sane\h04_w61_ch11.pt
h04,61,data_down\per_channel\sane\h04_w61_ch12.pt
h04,61,data_down\per_channel\sane\h04_w61_ch13.pt
h04,61,data_down\per_channel\sane\h04_w61_ch14.pt
h04,61,data_down\per_channel\sane\h04_w61_ch15.pt
h04,61,data_down\per_channel\sane\h04_w61_ch16.pt
h04,61,data_down\per_channel\sane\h04_w61_ch17.pt
h04,61,data_down\per_channel\sane\h04_w61_ch18.pt
h04,61,data_down\per_channel\sane\h04_w61_ch19.pt
h04,62,data_down\per_channel\sane\h04_w62_ch1.pt
h04,62,data_down\per_channel\sane\h04_w62_ch2.pt
h04,62,data_down\per_channel\sane\h04_w62_ch3.pt
h04,62,data_down\per_channel\sane\h04_w62_ch4.pt
h04,62,data_down\per_channel\sane\h04_w62_ch5.pt
h04,62,data_down\per_channel\sane\h04_w62_ch6.pt
h04,62,data_down\per_channel\sane\h04_w62_ch7.pt
h04,62,data_down\per_channel\sane\h04_w62_ch8.pt
h04,62,data_down\per_channel\sane\h04_w62_ch9.pt
h04,62,data_down\per_channel\sane\h04_w62_ch10.pt
h04,62,data_down\per_channel\sane\h04_w62_ch11.pt
h04,62,data_down\per_channel\sane\h04_w62_ch12.pt
h04,62,data_down\per_channel\sane\h04_w62_ch13.pt
h04,62,data_down\per_channel\sane\h04_w62_ch14.pt
h04,62,data_down\per_channel\sane\h04_w62_ch15.pt
h04,62,data_down\per_channel\sane\h04_w62_ch16.pt
h04,62,data_down\per_channel\sane\h04_w62_ch17.pt
h04,62,data_down\per_channel\sane\h04_w62_ch18.pt
h04,62,data_down\per_channel\sane\h04_w62_ch19.pt
h04,63,data_down\per_channel\sane\h04_w63_ch1.pt
h04,63,data_down\per_channel\sane\h04_w63_ch2.pt
h04,63,data_down\per_channel\sane\h04_w63_ch3.pt
h04,63,data_down\per_channel\sane\h04_w63_ch4.pt
h04,63,data_down\per_channel\sane\h04_w63_ch5.pt
h04,63,data_down\per_channel\sane\h04_w63_ch6.pt
h04,63,data_down\per_channel\sane\h04_w63_ch7.pt
h04,63,data_down\per_channel\sane\h04_w63_ch8.pt
h04,63,data_down\per_channel\sane\h04_w63_ch9.pt
h04,63,data_down\per_channel\sane\h04_w63_ch10.pt
h04,63,data_down\per_channel\sane\h04_w63_ch11.pt
h04,63,data_down\per_channel\sane\h04_w63_ch12.pt
h04,63,data_down\per_channel\sane\h04_w63_ch13.pt
h04,63,data_down\per_channel\sane\h04_w63_ch14.pt
h04,63,data_down\per_channel\sane\h04_w63_ch15.pt
h04,63,data_down\per_channel\sane\h04_w63_ch16.pt
h04,63,data_down\per_channel\sane\h04_w63_ch17.pt
h04,63,data_down\per_channel\sane\h04_w63_ch18.pt
h04,63,data_down\per_channel\sane\h04_w63_ch19.pt
h04,64,data_down\per_channel\sane\h04_w64_ch1.pt
h04,64,data_down\per_channel\sane\h04_w64_ch2.pt
h04,64,data_down\per_channel\sane\h04_w64_ch3.pt
h04,64,data_down\per_channel\sane\h04_w64_ch4.pt
h04,64,data_down\per_channel\sane\h04_w64_ch5.pt
h04,64,data_down\per_channel\sane\h04_w64_ch6.pt
h04,64,data_down\per_channel\sane\h04_w64_ch7.pt
h04,64,data_down\per_channel\sane\h04_w64_ch8.pt
h04,64,data_down\per_channel\sane\h04_w64_ch9.pt
h04,64,data_down\per_channel\sane\h04_w64_ch10.pt
h04,64,data_down\per_channel\sane\h04_w64_ch11.pt
h04,64,data_down\per_channel\sane\h04_w64_ch12.pt
h04,64,data_down\per_channel\sane\h04_w64_ch13.pt
h04,64,data_down\per_channel\sane\h04_w64_ch14.pt
h04,64,data_down\per_channel\sane\h04_w64_ch15.pt
h04,64,data_down\per_channel\sane\h04_w64_ch16.pt
h04,64,data_down\per_channel\sane\h04_w64_ch17.pt
h04,64,data_down\per_channel\sane\h04_w64_ch18.pt
h04,64,data_down\per_channel\sane\h04_w64_ch19.pt
h05,1,data_down\per_channel\sane\h05_w1_ch1.pt
h05,1,data_down\per_channel\sane\h05_w1_ch2.pt
h05,1,data_down\per_channel\sane\h05_w1_ch3.pt
h05,1,data_down\per_channel\sane\h05_w1_ch4.pt
h05,1,data_down\per_channel\sane\h05_w1_ch5.pt
h05,1,data_down\per_channel\sane\h05_w1_ch6.pt
h05,1,data_down\per_channel\sane\h05_w1_ch7.pt
h05,1,data_down\per_channel\sane\h05_w1_ch8.pt
h05,1,data_down\per_channel\sane\h05_w1_ch9.pt
h05,1,data_down\per_channel\sane\h05_w1_ch10.pt
h05,1,data_down\per_channel\sane\h05_w1_ch11.pt
h05,1,data_down\per_channel\sane\h05_w1_ch12.pt
h05,1,data_down\per_channel\sane\h05_w1_ch13.pt
h05,1,data_down\per_channel\sane\h05_w1_ch14.pt
h05,1,data_down\per_channel\sane\h05_w1_ch15.pt
h05,1,data_down\per_channel\sane\h05_w1_ch16.pt
h05,1,data_down\per_channel\sane\h05_w1_ch17.pt
h05,1,data_down\per_channel\sane\h05_w1_ch18.pt
h05,1,data_down\per_channel\sane\h05_w1_ch19.pt
h05,2,data_down\per_channel\sane\h05_w2_ch1.pt
h05,2,data_down\per_channel\sane\h05_w2_ch2.pt
h05,2,data_down\per_channel\sane\h05_w2_ch3.pt
h05,2,data_down\per_channel\sane\h05_w2_ch4.pt
h05,2,data_down\per_channel\sane\h05_w2_ch5.pt
h05,2,data_down\per_channel\sane\h05_w2_ch6.pt
h05,2,data_down\per_channel\sane\h05_w2_ch7.pt
h05,2,data_down\per_channel\sane\h05_w2_ch8.pt
h05,2,data_down\per_channel\sane\h05_w2_ch9.pt
h05,2,data_down\per_channel\sane\h05_w2_ch10.pt
h05,2,data_down\per_channel\sane\h05_w2_ch11.pt
h05,2,data_down\per_channel\sane\h05_w2_ch12.pt
h05,2,data_down\per_channel\sane\h05_w2_ch13.pt
h05,2,data_down\per_channel\sane\h05_w2_ch14.pt
h05,2,data_down\per_channel\sane\h05_w2_ch15.pt
h05,2,data_down\per_channel\sane\h05_w2_ch16.pt
h05,2,data_down\per_channel\sane\h05_w2_ch17.pt
h05,2,data_down\per_channel\sane\h05_w2_ch18.pt
h05,2,data_down\per_channel\sane\h05_w2_ch19.pt
h05,3,data_down\per_channel\sane\h05_w3_ch1.pt
h05,3,data_down\per_channel\sane\h05_w3_ch2.pt
h05,3,data_down\per_channel\sane\h05_w3_ch3.pt
h05,3,data_down\per_channel\sane\h05_w3_ch4.pt
h05,3,data_down\per_channel\sane\h05_w3_ch5.pt
h05,3,data_down\per_channel\sane\h05_w3_ch6.pt
h05,3,data_down\per_channel\sane\h05_w3_ch7.pt
h05,3,data_down\per_channel\sane\h05_w3_ch8.pt
h05,3,data_down\per_channel\sane\h05_w3_ch9.pt
h05,3,data_down\per_channel\sane\h05_w3_ch10.pt
h05,3,data_down\per_channel\sane\h05_w3_ch11.pt
h05,3,data_down\per_channel\sane\h05_w3_ch12.pt
h05,3,data_down\per_channel\sane\h05_w3_ch13.pt
h05,3,data_down\per_channel\sane\h05_w3_ch14.pt
h05,3,data_down\per_channel\sane\h05_w3_ch15.pt
h05,3,data_down\per_channel\sane\h05_w3_ch16.pt
h05,3,data_down\per_channel\sane\h05_w3_ch17.pt
h05,3,data_down\per_channel\sane\h05_w3_ch18.pt
h05,3,data_down\per_channel\sane\h05_w3_ch19.pt
h05,4,data_down\per_channel\sane\h05_w4_ch1.pt
h05,4,data_down\per_channel\sane\h05_w4_ch2.pt
h05,4,data_down\per_channel\sane\h05_w4_ch3.pt
h05,4,data_down\per_channel\sane\h05_w4_ch4.pt
h05,4,data_down\per_channel\sane\h05_w4_ch5.pt
h05,4,data_down\per_channel\sane\h05_w4_ch6.pt
h05,4,data_down\per_channel\sane\h05_w4_ch7.pt
h05,4,data_down\per_channel\sane\h05_w4_ch8.pt
h05,4,data_down\per_channel\sane\h05_w4_ch9.pt
h05,4,data_down\per_channel\sane\h05_w4_ch10.pt
h05,4,data_down\per_channel\sane\h05_w4_ch11.pt
h05,4,data_down\per_channel\sane\h05_w4_ch12.pt
h05,4,data_down\per_channel\sane\h05_w4_ch13.pt
h05,4,data_down\per_channel\sane\h05_w4_ch14.pt
h05,4,data_down\per_channel\sane\h05_w4_ch15.pt
h05,4,data_down\per_channel\sane\h05_w4_ch16.pt
h05,4,data_down\per_channel\sane\h05_w4_ch17.pt
h05,4,data_down\per_channel\sane\h05_w4_ch18.pt
h05,4,data_down\per_channel\sane\h05_w4_ch19.pt
h05,5,data_down\per_channel\sane\h05_w5_ch1.pt
h05,5,data_down\per_channel\sane\h05_w5_ch2.pt
h05,5,data_down\per_channel\sane\h05_w5_ch3.pt
h05,5,data_down\per_channel\sane\h05_w5_ch4.pt
h05,5,data_down\per_channel\sane\h05_w5_ch5.pt
h05,5,data_down\per_channel\sane\h05_w5_ch6.pt
h05,5,data_down\per_channel\sane\h05_w5_ch7.pt
h05,5,data_down\per_channel\sane\h05_w5_ch8.pt
h05,5,data_down\per_channel\sane\h05_w5_ch9.pt
h05,5,data_down\per_channel\sane\h05_w5_ch10.pt
h05,5,data_down\per_channel\sane\h05_w5_ch11.pt
h05,5,data_down\per_channel\sane\h05_w5_ch12.pt
h05,5,data_down\per_channel\sane\h05_w5_ch13.pt
h05,5,data_down\per_channel\sane\h05_w5_ch14.pt
h05,5,data_down\per_channel\sane\h05_w5_ch15.pt
h05,5,data_down\per_channel\sane\h05_w5_ch16.pt
h05,5,data_down\per_channel\sane\h05_w5_ch17.pt
h05,5,data_down\per_channel\sane\h05_w5_ch18.pt
h05,5,data_down\per_channel\sane\h05_w5_ch19.pt
h05,6,data_down\per_channel\sane\h05_w6_ch1.pt
h05,6,data_down\per_channel\sane\h05_w6_ch2.pt
h05,6,data_down\per_channel\sane\h05_w6_ch3.pt
h05,6,data_down\per_channel\sane\h05_w6_ch4.pt
h05,6,data_down\per_channel\sane\h05_w6_ch5.pt
h05,6,data_down\per_channel\sane\h05_w6_ch6.pt
h05,6,data_down\per_channel\sane\h05_w6_ch7.pt
h05,6,data_down\per_channel\sane\h05_w6_ch8.pt
h05,6,data_down\per_channel\sane\h05_w6_ch9.pt
h05,6,data_down\per_channel\sane\h05_w6_ch10.pt
h05,6,data_down\per_channel\sane\h05_w6_ch11.pt
h05,6,data_down\per_channel\sane\h05_w6_ch12.pt
h05,6,data_down\per_channel\sane\h05_w6_ch13.pt
h05,6,data_down\per_channel\sane\h05_w6_ch14.pt
h05,6,data_down\per_channel\sane\h05_w6_ch15.pt
h05,6,data_down\per_channel\sane\h05_w6_ch16.pt
h05,6,data_down\per_channel\sane\h05_w6_ch17.pt
h05,6,data_down\per_channel\sane\h05_w6_ch18.pt
h05,6,data_down\per_channel\sane\h05_w6_ch19.pt
h05,7,data_down\per_channel\sane\h05_w7_ch1.pt
h05,7,data_down\per_channel\sane\h05_w7_ch2.pt
h05,7,data_down\per_channel\sane\h05_w7_ch3.pt
h05,7,data_down\per_channel\sane\h05_w7_ch4.pt
h05,7,data_down\per_channel\sane\h05_w7_ch5.pt
h05,7,data_down\per_channel\sane\h05_w7_ch6.pt
h05,7,data_down\per_channel\sane\h05_w7_ch7.pt
h05,7,data_down\per_channel\sane\h05_w7_ch8.pt
h05,7,data_down\per_channel\sane\h05_w7_ch9.pt
h05,7,data_down\per_channel\sane\h05_w7_ch10.pt
h05,7,data_down\per_channel\sane\h05_w7_ch11.pt
h05,7,data_down\per_channel\sane\h05_w7_ch12.pt
h05,7,data_down\per_channel\sane\h05_w7_ch13.pt
h05,7,data_down\per_channel\sane\h05_w7_ch14.pt
h05,7,data_down\per_channel\sane\h05_w7_ch15.pt
h05,7,data_down\per_channel\sane\h05_w7_ch16.pt
h05,7,data_down\per_channel\sane\h05_w7_ch17.pt
h05,7,data_down\per_channel\sane\h05_w7_ch18.pt
h05,7,data_down\per_channel\sane\h05_w7_ch19.pt
h05,8,data_down\per_channel\sane\h05_w8_ch1.pt
h05,8,data_down\per_channel\sane\h05_w8_ch2.pt
h05,8,data_down\per_channel\sane\h05_w8_ch3.pt
h05,8,data_down\per_channel\sane\h05_w8_ch4.pt
h05,8,data_down\per_channel\sane\h05_w8_ch5.pt
h05,8,data_down\per_channel\sane\h05_w8_ch6.pt
h05,8,data_down\per_channel\sane\h05_w8_ch7.pt
h05,8,data_down\per_channel\sane\h05_w8_ch8.pt
h05,8,data_down\per_channel\sane\h05_w8_ch9.pt
h05,8,data_down\per_channel\sane\h05_w8_ch10.pt
h05,8,data_down\per_channel\sane\h05_w8_ch11.pt
h05,8,data_down\per_channel\sane\h05_w8_ch12.pt
h05,8,data_down\per_channel\sane\h05_w8_ch13.pt
h05,8,data_down\per_channel\sane\h05_w8_ch14.pt
h05,8,data_down\per_channel\sane\h05_w8_ch15.pt
h05,8,data_down\per_channel\sane\h05_w8_ch16.pt
h05,8,data_down\per_channel\sane\h05_w8_ch17.pt
h05,8,data_down\per_channel\sane\h05_w8_ch18.pt
h05,8,data_down\per_channel\sane\h05_w8_ch19.pt
h05,9,data_down\per_channel\sane\h05_w9_ch1.pt
h05,9,data_down\per_channel\sane\h05_w9_ch2.pt
h05,9,data_down\per_channel\sane\h05_w9_ch3.pt
h05,9,data_down\per_channel\sane\h05_w9_ch4.pt
h05,9,data_down\per_channel\sane\h05_w9_ch5.pt
h05,9,data_down\per_channel\sane\h05_w9_ch6.pt
h05,9,data_down\per_channel\sane\h05_w9_ch7.pt
h05,9,data_down\per_channel\sane\h05_w9_ch8.pt
h05,9,data_down\per_channel\sane\h05_w9_ch9.pt
h05,9,data_down\per_channel\sane\h05_w9_ch10.pt
h05,9,data_down\per_channel\sane\h05_w9_ch11.pt
h05,9,data_down\per_channel\sane\h05_w9_ch12.pt
h05,9,data_down\per_channel\sane\h05_w9_ch13.pt
h05,9,data_down\per_channel\sane\h05_w9_ch14.pt
h05,9,data_down\per_channel\sane\h05_w9_ch15.pt
h05,9,data_down\per_channel\sane\h05_w9_ch16.pt
h05,9,data_down\per_channel\sane\h05_w9_ch17.pt
h05,9,data_down\per_channel\sane\h05_w9_ch18.pt
h05,9,data_down\per_channel\sane\h05_w9_ch19.pt
h05,10,data_down\per_channel\sane\h05_w10_ch1.pt
h05,10,data_down\per_channel\sane\h05_w10_ch2.pt
h05,10,data_down\per_channel\sane\h05_w10_ch3.pt
h05,10,data_down\per_channel\sane\h05_w10_ch4.pt
h05,10,data_down\per_channel\sane\h05_w10_ch5.pt
h05,10,data_down\per_channel\sane\h05_w10_ch6.pt
h05,10,data_down\per_channel\sane\h05_w10_ch7.pt
h05,10,data_down\per_channel\sane\h05_w10_ch8.pt
h05,10,data_down\per_channel\sane\h05_w10_ch9.pt
h05,10,data_down\per_channel\sane\h05_w10_ch10.pt
h05,10,data_down\per_channel\sane\h05_w10_ch11.pt
h05,10,data_down\per_channel\sane\h05_w10_ch12.pt
h05,10,data_down\per_channel\sane\h05_w10_ch13.pt
h05,10,data_down\per_channel\sane\h05_w10_ch14.pt
h05,10,data_down\per_channel\sane\h05_w10_ch15.pt
h05,10,data_down\per_channel\sane\h05_w10_ch16.pt
h05,10,data_down\per_channel\sane\h05_w10_ch17.pt
h05,10,data_down\per_channel\sane\h05_w10_ch18.pt
h05,10,data_down\per_channel\sane\h05_w10_ch19.pt
h05,11,data_down\per_channel\sane\h05_w11_ch1.pt
h05,11,data_down\per_channel\sane\h05_w11_ch2.pt
h05,11,data_down\per_channel\sane\h05_w11_ch3.pt
h05,11,data_down\per_channel\sane\h05_w11_ch4.pt
h05,11,data_down\per_channel\sane\h05_w11_ch5.pt
h05,11,data_down\per_channel\sane\h05_w11_ch6.pt
h05,11,data_down\per_channel\sane\h05_w11_ch7.pt
h05,11,data_down\per_channel\sane\h05_w11_ch8.pt
h05,11,data_down\per_channel\sane\h05_w11_ch9.pt
h05,11,data_down\per_channel\sane\h05_w11_ch10.pt
h05,11,data_down\per_channel\sane\h05_w11_ch11.pt
h05,11,data_down\per_channel\sane\h05_w11_ch12.pt
h05,11,data_down\per_channel\sane\h05_w11_ch13.pt
h05,11,data_down\per_channel\sane\h05_w11_ch14.pt
h05,11,data_down\per_channel\sane\h05_w11_ch15.pt
h05,11,data_down\per_channel\sane\h05_w11_ch16.pt
h05,11,data_down\per_channel\sane\h05_w11_ch17.pt
h05,11,data_down\per_channel\sane\h05_w11_ch18.pt
h05,11,data_down\per_channel\sane\h05_w11_ch19.pt
h05,12,data_down\per_channel\sane\h05_w12_ch1.pt
h05,12,data_down\per_channel\sane\h05_w12_ch2.pt
h05,12,data_down\per_channel\sane\h05_w12_ch3.pt
h05,12,data_down\per_channel\sane\h05_w12_ch4.pt
h05,12,data_down\per_channel\sane\h05_w12_ch5.pt
h05,12,data_down\per_channel\sane\h05_w12_ch6.pt
h05,12,data_down\per_channel\sane\h05_w12_ch7.pt
h05,12,data_down\per_channel\sane\h05_w12_ch8.pt
h05,12,data_down\per_channel\sane\h05_w12_ch9.pt
h05,12,data_down\per_channel\sane\h05_w12_ch10.pt
h05,12,data_down\per_channel\sane\h05_w12_ch11.pt
h05,12,data_down\per_channel\sane\h05_w12_ch12.pt
h05,12,data_down\per_channel\sane\h05_w12_ch13.pt
h05,12,data_down\per_channel\sane\h05_w12_ch14.pt
h05,12,data_down\per_channel\sane\h05_w12_ch15.pt
h05,12,data_down\per_channel\sane\h05_w12_ch16.pt
h05,12,data_down\per_channel\sane\h05_w12_ch17.pt
h05,12,data_down\per_channel\sane\h05_w12_ch18.pt
h05,12,data_down\per_channel\sane\h05_w12_ch19.pt
h05,13,data_down\per_channel\sane\h05_w13_ch1.pt
h05,13,data_down\per_channel\sane\h05_w13_ch2.pt
h05,13,data_down\per_channel\sane\h05_w13_ch3.pt
h05,13,data_down\per_channel\sane\h05_w13_ch4.pt
h05,13,data_down\per_channel\sane\h05_w13_ch5.pt
h05,13,data_down\per_channel\sane\h05_w13_ch6.pt
h05,13,data_down\per_channel\sane\h05_w13_ch7.pt
h05,13,data_down\per_channel\sane\h05_w13_ch8.pt
h05,13,data_down\per_channel\sane\h05_w13_ch9.pt
h05,13,data_down\per_channel\sane\h05_w13_ch10.pt
h05,13,data_down\per_channel\sane\h05_w13_ch11.pt
h05,13,data_down\per_channel\sane\h05_w13_ch12.pt
h05,13,data_down\per_channel\sane\h05_w13_ch13.pt
h05,13,data_down\per_channel\sane\h05_w13_ch14.pt
h05,13,data_down\per_channel\sane\h05_w13_ch15.pt
h05,13,data_down\per_channel\sane\h05_w13_ch16.pt
h05,13,data_down\per_channel\sane\h05_w13_ch17.pt
h05,13,data_down\per_channel\sane\h05_w13_ch18.pt
h05,13,data_down\per_channel\sane\h05_w13_ch19.pt
h05,14,data_down\per_channel\sane\h05_w14_ch1.pt
h05,14,data_down\per_channel\sane\h05_w14_ch2.pt
h05,14,data_down\per_channel\sane\h05_w14_ch3.pt
h05,14,data_down\per_channel\sane\h05_w14_ch4.pt
h05,14,data_down\per_channel\sane\h05_w14_ch5.pt
h05,14,data_down\per_channel\sane\h05_w14_ch6.pt
h05,14,data_down\per_channel\sane\h05_w14_ch7.pt
h05,14,data_down\per_channel\sane\h05_w14_ch8.pt
h05,14,data_down\per_channel\sane\h05_w14_ch9.pt
h05,14,data_down\per_channel\sane\h05_w14_ch10.pt
h05,14,data_down\per_channel\sane\h05_w14_ch11.pt
h05,14,data_down\per_channel\sane\h05_w14_ch12.pt
h05,14,data_down\per_channel\sane\h05_w14_ch13.pt
h05,14,data_down\per_channel\sane\h05_w14_ch14.pt
h05,14,data_down\per_channel\sane\h05_w14_ch15.pt
h05,14,data_down\per_channel\sane\h05_w14_ch16.pt
h05,14,data_down\per_channel\sane\h05_w14_ch17.pt
h05,14,data_down\per_channel\sane\h05_w14_ch18.pt
h05,14,data_down\per_channel\sane\h05_w14_ch19.pt
h05,15,data_down\per_channel\sane\h05_w15_ch1.pt
h05,15,data_down\per_channel\sane\h05_w15_ch2.pt
h05,15,data_down\per_channel\sane\h05_w15_ch3.pt
h05,15,data_down\per_channel\sane\h05_w15_ch4.pt
h05,15,data_down\per_channel\sane\h05_w15_ch5.pt
h05,15,data_down\per_channel\sane\h05_w15_ch6.pt
h05,15,data_down\per_channel\sane\h05_w15_ch7.pt
h05,15,data_down\per_channel\sane\h05_w15_ch8.pt
h05,15,data_down\per_channel\sane\h05_w15_ch9.pt
h05,15,data_down\per_channel\sane\h05_w15_ch10.pt
h05,15,data_down\per_channel\sane\h05_w15_ch11.pt
h05,15,data_down\per_channel\sane\h05_w15_ch12.pt
h05,15,data_down\per_channel\sane\h05_w15_ch13.pt
h05,15,data_down\per_channel\sane\h05_w15_ch14.pt
h05,15,data_down\per_channel\sane\h05_w15_ch15.pt
h05,15,data_down\per_channel\sane\h05_w15_ch16.pt
h05,15,data_down\per_channel\sane\h05_w15_ch17.pt
h05,15,data_down\per_channel\sane\h05_w15_ch18.pt
h05,15,data_down\per_channel\sane\h05_w15_ch19.pt
h05,16,data_down\per_channel\sane\h05_w16_ch1.pt
h05,16,data_down\per_channel\sane\h05_w16_ch2.pt
h05,16,data_down\per_channel\sane\h05_w16_ch3.pt
h05,16,data_down\per_channel\sane\h05_w16_ch4.pt
h05,16,data_down\per_channel\sane\h05_w16_ch5.pt
h05,16,data_down\per_channel\sane\h05_w16_ch6.pt
h05,16,data_down\per_channel\sane\h05_w16_ch7.pt
h05,16,data_down\per_channel\sane\h05_w16_ch8.pt
h05,16,data_down\per_channel\sane\h05_w16_ch9.pt
h05,16,data_down\per_channel\sane\h05_w16_ch10.pt
h05,16,data_down\per_channel\sane\h05_w16_ch11.pt
h05,16,data_down\per_channel\sane\h05_w16_ch12.pt
h05,16,data_down\per_channel\sane\h05_w16_ch13.pt
h05,16,data_down\per_channel\sane\h05_w16_ch14.pt
h05,16,data_down\per_channel\sane\h05_w16_ch15.pt
h05,16,data_down\per_channel\sane\h05_w16_ch16.pt
h05,16,data_down\per_channel\sane\h05_w16_ch17.pt
h05,16,data_down\per_channel\sane\h05_w16_ch18.pt
h05,16,data_down\per_channel\sane\h05_w16_ch19.pt
h05,17,data_down\per_channel\sane\h05_w17_ch1.pt
h05,17,data_down\per_channel\sane\h05_w17_ch2.pt
h05,17,data_down\per_channel\sane\h05_w17_ch3.pt
h05,17,data_down\per_channel\sane\h05_w17_ch4.pt
h05,17,data_down\per_channel\sane\h05_w17_ch5.pt
h05,17,data_down\per_channel\sane\h05_w17_ch6.pt
h05,17,data_down\per_channel\sane\h05_w17_ch7.pt
h05,17,data_down\per_channel\sane\h05_w17_ch8.pt
h05,17,data_down\per_channel\sane\h05_w17_ch9.pt
h05,17,data_down\per_channel\sane\h05_w17_ch10.pt
h05,17,data_down\per_channel\sane\h05_w17_ch11.pt
h05,17,data_down\per_channel\sane\h05_w17_ch12.pt
h05,17,data_down\per_channel\sane\h05_w17_ch13.pt
h05,17,data_down\per_channel\sane\h05_w17_ch14.pt
h05,17,data_down\per_channel\sane\h05_w17_ch15.pt
h05,17,data_down\per_channel\sane\h05_w17_ch16.pt
h05,17,data_down\per_channel\sane\h05_w17_ch17.pt
h05,17,data_down\per_channel\sane\h05_w17_ch18.pt
h05,17,data_down\per_channel\sane\h05_w17_ch19.pt
h05,18,data_down\per_channel\sane\h05_w18_ch1.pt
h05,18,data_down\per_channel\sane\h05_w18_ch2.pt
h05,18,data_down\per_channel\sane\h05_w18_ch3.pt
h05,18,data_down\per_channel\sane\h05_w18_ch4.pt
h05,18,data_down\per_channel\sane\h05_w18_ch5.pt
h05,18,data_down\per_channel\sane\h05_w18_ch6.pt
h05,18,data_down\per_channel\sane\h05_w18_ch7.pt
h05,18,data_down\per_channel\sane\h05_w18_ch8.pt
h05,18,data_down\per_channel\sane\h05_w18_ch9.pt
h05,18,data_down\per_channel\sane\h05_w18_ch10.pt
h05,18,data_down\per_channel\sane\h05_w18_ch11.pt
h05,18,data_down\per_channel\sane\h05_w18_ch12.pt
h05,18,data_down\per_channel\sane\h05_w18_ch13.pt
h05,18,data_down\per_channel\sane\h05_w18_ch14.pt
h05,18,data_down\per_channel\sane\h05_w18_ch15.pt
h05,18,data_down\per_channel\sane\h05_w18_ch16.pt
h05,18,data_down\per_channel\sane\h05_w18_ch17.pt
h05,18,data_down\per_channel\sane\h05_w18_ch18.pt
h05,18,data_down\per_channel\sane\h05_w18_ch19.pt
h05,19,data_down\per_channel\sane\h05_w19_ch1.pt
h05,19,data_down\per_channel\sane\h05_w19_ch2.pt
h05,19,data_down\per_channel\sane\h05_w19_ch3.pt
h05,19,data_down\per_channel\sane\h05_w19_ch4.pt
h05,19,data_down\per_channel\sane\h05_w19_ch5.pt
h05,19,data_down\per_channel\sane\h05_w19_ch6.pt
h05,19,data_down\per_channel\sane\h05_w19_ch7.pt
h05,19,data_down\per_channel\sane\h05_w19_ch8.pt
h05,19,data_down\per_channel\sane\h05_w19_ch9.pt
h05,19,data_down\per_channel\sane\h05_w19_ch10.pt
h05,19,data_down\per_channel\sane\h05_w19_ch11.pt
h05,19,data_down\per_channel\sane\h05_w19_ch12.pt
h05,19,data_down\per_channel\sane\h05_w19_ch13.pt
h05,19,data_down\per_channel\sane\h05_w19_ch14.pt
h05,19,data_down\per_channel\sane\h05_w19_ch15.pt
h05,19,data_down\per_channel\sane\h05_w19_ch16.pt
h05,19,data_down\per_channel\sane\h05_w19_ch17.pt
h05,19,data_down\per_channel\sane\h05_w19_ch18.pt
h05,19,data_down\per_channel\sane\h05_w19_ch19.pt
h05,20,data_down\per_channel\sane\h05_w20_ch1.pt
h05,20,data_down\per_channel\sane\h05_w20_ch2.pt
h05,20,data_down\per_channel\sane\h05_w20_ch3.pt
h05,20,data_down\per_channel\sane\h05_w20_ch4.pt
h05,20,data_down\per_channel\sane\h05_w20_ch5.pt
h05,20,data_down\per_channel\sane\h05_w20_ch6.pt
h05,20,data_down\per_channel\sane\h05_w20_ch7.pt
h05,20,data_down\per_channel\sane\h05_w20_ch8.pt
h05,20,data_down\per_channel\sane\h05_w20_ch9.pt
h05,20,data_down\per_channel\sane\h05_w20_ch10.pt
h05,20,data_down\per_channel\sane\h05_w20_ch11.pt
h05,20,data_down\per_channel\sane\h05_w20_ch12.pt
h05,20,data_down\per_channel\sane\h05_w20_ch13.pt
h05,20,data_down\per_channel\sane\h05_w20_ch14.pt
h05,20,data_down\per_channel\sane\h05_w20_ch15.pt
h05,20,data_down\per_channel\sane\h05_w20_ch16.pt
h05,20,data_down\per_channel\sane\h05_w20_ch17.pt
h05,20,data_down\per_channel\sane\h05_w20_ch18.pt
h05,20,data_down\per_channel\sane\h05_w20_ch19.pt
h05,21,data_down\per_channel\sane\h05_w21_ch1.pt
